block_height,timestamp,difficulty,txs_count,miner_address,network_health,block_age,hash_entropy,miner_reputation,is_valid
3694,1771364360,15861449,52,miner_pool_1,0.952,93,215,0.8801,1
3695,1771364480,14045982,45,miner_pool_5,0.9349,119,248,0.8936,1
3696,1771364600,14114330,42,miner_pool_1,0.905,120,250,0.8976,1
3697,1771364720,15870958,50,miner_pool_4,0.9786,114,240,0.9106,1
3698,1771364840,14035545,53,unknown_miner_935,0.8808,138,231,0.2684,1
3699,1771364960,15785806,64,miner_pool_9,0.908,124,205,0.8965,1
3700,1771365080,15439633,40,miner_pool_2,0.9313,147,222,0.9189,1
3701,1771365200,15579819,52,miner_pool_3,0.9161,100,254,0.928,1
3702,1771365320,15443795,48,miner_pool_6,0.9917,91,211,0.8055,1
3703,1771365440,14107474,53,miner_pool_1,0.946,91,236,0.917,1
3704,1771365560,14851426,42,miner_pool_7,0.8716,143,243,0.8533,1
3705,1771365680,14267812,63,miner_pool_7,0.951,142,220,0.8134,1
3706,1771365800,14234076,62,miner_pool_1,0.886,125,235,0.8685,1
3707,1771365920,15614222,57,unknown_miner_951,0.8772,104,217,0.4646,1
3708,1771366040,14279845,51,miner_pool_6,0.9036,94,250,0.921,1
3709,1771366160,14740597,63,unknown_miner_813,0.8939,129,215,0.7284,1
3710,1771366280,15320074,47,unknown_miner_194,0.8756,114,210,0.7738,1
3711,1771366400,15079979,48,miner_pool_7,0.941,131,203,0.8043,1
3712,1771366520,15337588,38,miner_pool_10,0.8722,146,234,0.8999,1
3713,1771366640,15601197,61,miner_pool_10,0.9647,133,242,0.9322,1
3714,1771366760,15500948,34,unknown_miner_372,0.8846,132,247,0.7498,1
3715,1771366880,14313399,47,miner_pool_10,0.8581,130,226,0.9004,1
3716,1771367000,14702099,51,miner_pool_7,0.901,135,253,0.8675,1
3717,1771367120,15418321,38,unknown_miner_98,0.994,112,235,0.3305,1
3718,1771367240,15396919,44,unknown_miner_72,0.9417,116,234,0.6394,1
3719,1771367360,14310568,46,miner_pool_5,0.9998,150,202,0.8571,1
3720,1771367480,14939546,51,unknown_miner_256,0.9694,100,208,0.5062,1
3721,1771367600,14817455,47,unknown_miner_51,0.9102,90,210,0.7155,1
3722,1771367720,15756630,54,miner_pool_3,0.9276,122,208,0.8379,1
3723,1771367840,15866353,50,miner_pool_1,0.9207,135,208,0.8511,1
3724,1771367960,14279644,54,miner_pool_3,0.8957,128,213,0.8259,1
3725,1771368080,14028207,63,miner_pool_8,0.9072,146,212,0.8006,1
3726,1771368200,14945004,58,unknown_miner_451,0.9284,99,207,0.6027,1
3727,1771368320,15695463,40,miner_pool_1,0.9578,110,222,0.8405,1
3728,1771368440,14579402,44,miner_pool_8,0.9833,104,207,0.8169,1
3729,1771368560,14741847,46,miner_pool_10,0.8795,139,205,0.8426,1
3730,1771368680,15684595,50,unknown_miner_717,0.9302,99,239,0.5543,1
3731,1771368800,14317696,58,miner_pool_7,0.9182,140,205,0.9409,1
3732,1771368920,14626148,59,miner_pool_10,0.8989,143,213,0.8429,1
3733,1771369040,15188436,60,miner_pool_2,0.8907,130,254,0.8061,0
3734,1771369160,14694029,58,unknown_miner_37,0.9634,111,205,0.7957,1
3735,1771369280,14201380,43,miner_pool_6,0.9811,136,228,0.8849,1
3736,1771369400,14565082,57,miner_pool_8,0.8953,114,233,0.8352,1
3737,1771369520,15795009,52,miner_pool_8,0.9645,145,219,0.8915,1
3738,1771369640,15541622,43,miner_pool_8,0.8633,115,237,0.9442,1
3739,1771369760,15359868,56,unknown_miner_151,0.9637,95,227,0.6978,0
3740,1771369880,15274114,31,miner_pool_2,0.9906,121,253,0.9257,1
3741,1771370000,15154199,47,miner_pool_7,0.8868,97,237,0.9224,1
3742,1771370120,14037007,54,miner_pool_6,0.9824,117,238,0.8394,1
3743,1771370240,15212677,40,unknown_miner_359,0.8884,122,225,0.7685,1
3744,1771370360,14578149,48,miner_pool_8,0.9842,147,235,0.8022,1
3745,1771370480,15028957,49,unknown_miner_830,0.9981,122,202,0.7474,1
3746,1771370600,15440035,55,miner_pool_4,0.9537,143,227,0.894,1
3747,1771370720,15939322,49,miner_pool_5,0.8518,91,238,0.876,1
3748,1771370840,15104569,47,miner_pool_1,0.9253,91,242,0.8148,1
3749,1771370960,14372649,42,unknown_miner_871,0.8687,123,228,0.284,1
3750,1771371080,15108236,42,miner_pool_9,0.9778,143,220,0.91,1
3751,1771371200,14944346,39,unknown_miner_891,0.9829,101,211,0.4354,1
3752,1771371320,14457522,60,miner_pool_9,0.9683,122,217,0.8422,1
3753,1771371440,14304819,57,unknown_miner_912,0.8654,117,205,0.5555,1
3754,1771371560,15034869,49,miner_pool_2,0.8954,148,253,0.901,1
3755,1771371680,14009246,53,miner_pool_7,0.9055,97,235,0.9493,1
3756,1771371800,14786312,59,miner_pool_1,0.9758,93,252,0.8351,1
3757,1771371920,14688875,44,unknown_miner_819,0.9725,109,239,0.3006,0
3758,1771372040,14117662,36,miner_pool_1,0.9534,105,204,0.8443,1
3759,1771372160,14443666,45,miner_pool_4,0.8836,111,226,0.8792,1
3760,1771372280,14655401,47,unknown_miner_904,0.9424,98,206,0.4964,1
3761,1771372400,15361940,48,miner_pool_2,0.9728,131,226,0.892,1
3762,1771372520,14427414,54,miner_pool_6,0.9502,142,207,0.946,1
3763,1771372640,14200034,52,unknown_miner_192,0.9727,95,249,0.4025,1
3764,1771372760,15221281,47,miner_pool_8,0.896,104,245,0.8924,1
3765,1771372880,14290485,50,miner_pool_4,0.8745,127,202,0.8427,1
3766,1771373000,14467135,48,miner_pool_9,0.9035,111,219,0.812,1
3767,1771373120,14377130,40,miner_pool_3,0.981,114,222,0.9016,1
3768,1771373240,14097276,51,unknown_miner_990,0.9932,138,243,0.6205,1
3769,1771373360,15416758,53,miner_pool_7,0.9937,139,222,0.9343,1
3770,1771373480,15298490,56,miner_pool_2,0.8844,121,203,0.8038,1
3771,1771373600,14182517,48,miner_pool_6,0.9035,102,203,0.8924,1
3772,1771373720,14389768,45,miner_pool_3,0.8626,106,208,0.8804,1
3773,1771373840,15254517,39,unknown_miner_125,0.9085,98,224,0.2862,1
3774,1771373960,14208694,55,miner_pool_6,0.8911,147,209,0.8884,1
3775,1771374080,15982631,39,miner_pool_7,0.9132,148,228,0.9026,1
3776,1771374200,15967387,55,miner_pool_5,0.9495,129,216,0.8766,1
3777,1771374320,15487289,50,miner_pool_3,0.9955,135,249,0.9005,1
3778,1771374440,15832371,53,miner_pool_4,0.8698,102,200,0.8629,1
3779,1771374560,15439323,53,miner_pool_8,0.9843,99,238,0.9461,1
3780,1771374680,14556808,55,miner_pool_10,0.8529,142,213,0.9399,1
3781,1771374800,14632923,56,miner_pool_4,0.957,108,202,0.9206,1
3782,1771374920,14980091,47,miner_pool_4,0.9122,124,205,0.9372,1
3783,1771375040,14017072,48,unknown_miner_146,0.8643,123,224,0.2646,1
3784,1771375160,15772648,56,unknown_miner_971,0.8846,116,249,0.5106,1
3785,1771375280,15053439,38,unknown_miner_323,0.8935,101,251,0.6428,1
3786,1771375400,14428665,57,unknown_miner_337,0.9658,98,247,0.2185,0
3787,1771375520,14502613,46,miner_pool_1,0.9861,137,231,0.836,1
3788,1771375640,15522008,48,miner_pool_9,0.9302,134,233,0.8063,1
3789,1771375760,14548252,65,miner_pool_8,0.9539,109,206,0.8695,1
3790,1771375880,14568693,58,miner_pool_1,0.9474,141,228,0.8814,1
3791,1771376000,14643170,50,miner_pool_1,0.9809,150,204,0.8755,1
3792,1771376120,15257194,61,miner_pool_1,0.924,109,225,0.8051,1
3793,1771376240,14518947,49,miner_pool_1,0.896,138,249,0.851,1
3794,1771376360,14430885,47,miner_pool_2,0.9051,136,231,0.8647,1
3795,1771376480,15341510,47,miner_pool_7,0.8796,107,250,0.8608,1
3796,1771376600,15393173,29,miner_pool_1,0.9052,138,211,0.8648,1
3797,1771376720,14112901,51,miner_pool_10,0.903,149,248,0.9129,1
3798,1771376840,14979871,51,miner_pool_6,0.8579,110,248,0.8297,1
3799,1771376960,14010580,46,miner_pool_4,0.8533,106,231,0.848,1
3800,1771377080,14192268,45,miner_pool_9,0.9512,142,226,0.9086,1
3801,1771377200,14687183,49,miner_pool_9,0.882,127,227,0.9462,1
3802,1771377320,15169794,50,miner_pool_5,0.9652,126,219,0.8913,1
3803,1771377440,15091904,50,miner_pool_7,0.9973,95,220,0.8553,1
3804,1771377560,14698567,50,miner_pool_5,0.8742,97,237,0.8479,1
3805,1771377680,14390476,41,miner_pool_10,0.9443,126,240,0.8933,1
3806,1771377800,14122439,46,miner_pool_5,0.9435,144,253,0.9392,1
3807,1771377920,14639258,41,miner_pool_4,0.9495,97,253,0.944,1
3808,1771378040,14854083,49,miner_pool_8,0.9901,117,243,0.8442,1
3809,1771378160,14897421,38,miner_pool_9,0.9465,124,238,0.863,1
3810,1771378280,14662768,44,miner_pool_8,0.9395,107,246,0.9357,1
3811,1771378400,14303349,52,miner_pool_5,0.9923,150,221,0.9044,1
3812,1771378520,15227569,49,miner_pool_10,0.8751,135,206,0.8541,1
3813,1771378640,15330554,68,miner_pool_7,0.9572,101,233,0.8853,1
3814,1771378760,15057581,50,unknown_miner_30,0.8701,127,249,0.5049,1
3815,1771378880,14114135,47,miner_pool_7,0.9863,125,247,0.8989,1
3816,1771379000,15942887,51,miner_pool_4,0.8779,106,236,0.8823,1
3817,1771379120,15686306,52,miner_pool_9,0.9158,117,254,0.835,1
3818,1771379240,15343167,47,unknown_miner_345,0.8558,111,211,0.5306,1
3819,1771379360,14912253,53,miner_pool_1,0.9256,142,230,0.9276,1
3820,1771379480,14513774,52,unknown_miner_938,0.8736,126,249,0.301,1
3821,1771379600,15451830,50,miner_pool_6,0.9459,104,220,0.8095,1
3822,1771379720,15537219,57,unknown_miner_1000,0.8941,99,248,0.2947,1
3823,1771379840,15922180,57,miner_pool_10,0.971,121,240,0.8612,1
3824,1771379960,15158816,44,miner_pool_7,0.9338,106,225,0.8198,0
3825,1771380080,15281750,43,miner_pool_8,0.8888,141,240,0.9166,1
3826,1771380200,15484489,58,miner_pool_6,0.8567,104,238,0.9232,1
3827,1771380320,14717506,54,miner_pool_6,0.8622,129,243,0.9167,1
3828,1771380440,14525361,53,miner_pool_1,0.8755,121,242,0.912,1
3829,1771380560,14791110,54,miner_pool_5,0.9042,149,234,0.9038,1
3830,1771380680,14160380,54,miner_pool_5,0.9763,128,221,0.8182,1
3831,1771380800,14945996,49,miner_pool_3,0.9144,107,217,0.8709,1
3832,1771380920,14699631,53,miner_pool_9,0.8624,138,230,0.9445,1
3833,1771381040,14736400,42,miner_pool_10,0.98,149,203,0.8498,1
3834,1771381160,15107205,48,miner_pool_10,0.893,142,215,0.8104,1
3835,1771381280,15172270,42,miner_pool_10,0.9311,103,246,0.8551,1
3836,1771381400,14542270,41,miner_pool_2,0.9207,94,227,0.8921,1
3837,1771381520,15897612,38,miner_pool_4,0.8607,140,254,0.8449,1
3838,1771381640,14776827,46,unknown_miner_858,0.9429,110,247,0.6776,1
3839,1771381760,14416248,54,miner_pool_4,0.8841,109,214,0.9137,1
3840,1771381880,14175367,48,miner_pool_5,0.9901,120,240,0.8124,1
3841,1771382000,15506925,58,miner_pool_10,0.9655,130,234,0.8869,0
3842,1771382120,14188432,70,miner_pool_10,0.9069,101,231,0.8028,1
3843,1771382240,15935158,45,miner_pool_8,0.8689,103,218,0.907,0
3844,1771382360,15112125,50,unknown_miner_989,0.9218,143,256,0.6681,1
3845,1771382480,15489213,45,miner_pool_6,0.9293,132,254,0.8842,1
3846,1771382600,14134875,54,unknown_miner_946,0.9943,126,215,0.581,1
3847,1771382720,15621635,61,miner_pool_8,0.8611,104,242,0.8723,1
3848,1771382840,14727440,56,miner_pool_7,0.9453,125,228,0.89,1
3849,1771382960,15536224,46,miner_pool_7,0.9846,123,224,0.8854,1
3850,1771383080,15361331,53,miner_pool_8,0.9164,109,204,0.9357,1
3851,1771383200,15700992,55,miner_pool_2,0.9519,105,236,0.9145,1
3852,1771383320,14962947,45,miner_pool_2,0.966,142,207,0.8698,1
3853,1771383440,15927428,47,miner_pool_2,0.9066,149,236,0.8605,1
3854,1771383560,15181641,49,miner_pool_4,0.9783,149,220,0.9199,1
3855,1771383680,15548542,51,miner_pool_8,0.9038,107,255,0.9026,1
3856,1771383800,14788237,45,unknown_miner_50,0.895,143,219,0.7895,1
3857,1771383920,15392836,46,miner_pool_5,0.8736,96,255,0.944,0
3858,1771384040,14466107,54,miner_pool_4,0.9981,109,230,0.9071,1
3859,1771384160,15545417,60,miner_pool_9,0.9103,137,246,0.841,1
3860,1771384280,14436374,46,miner_pool_3,0.8959,129,224,0.8503,1
3861,1771384400,15672091,49,miner_pool_7,0.8543,111,248,0.8051,1
3862,1771384520,15756660,51,miner_pool_10,0.9531,94,206,0.8102,1
3863,1771384640,14170005,44,miner_pool_5,0.9162,96,205,0.9347,1
3864,1771384760,14790992,48,miner_pool_8,0.9565,149,202,0.8043,1
3865,1771384880,15472638,60,miner_pool_6,0.9557,131,230,0.8015,1
3866,1771385000,15749012,42,miner_pool_10,0.9627,94,227,0.895,1
3867,1771385120,14807821,43,miner_pool_8,0.9505,143,202,0.8623,1
3868,1771385240,15297685,41,miner_pool_2,0.8979,130,249,0.9022,1
3869,1771385360,14903915,47,miner_pool_2,0.9767,129,243,0.9223,1
3870,1771385480,15710074,50,miner_pool_7,0.8763,134,201,0.8557,1
3871,1771385600,14549189,52,miner_pool_8,0.8673,105,223,0.8511,1
3872,1771385720,15963210,40,miner_pool_6,0.8885,123,229,0.9245,1
3873,1771385840,14604343,40,miner_pool_9,0.941,116,256,0.8202,1
3874,1771385960,14295888,53,miner_pool_1,0.8657,104,251,0.8019,1
3875,1771386080,15716394,46,miner_pool_1,0.9316,149,255,0.8044,1
3876,1771386200,14580145,48,unknown_miner_469,0.9577,133,202,0.3546,1
3877,1771386320,14021242,61,miner_pool_3,0.8834,143,201,0.9437,1
3878,1771386440,15937925,61,unknown_miner_233,0.9957,111,217,0.6444,1
3879,1771386560,15348309,56,miner_pool_8,0.9088,118,254,0.8144,1
3880,1771386680,15533467,58,miner_pool_4,0.8824,91,237,0.8872,0
3881,1771386800,15364300,44,miner_pool_5,0.9971,145,251,0.8233,1
3882,1771386920,14356936,42,miner_pool_7,0.9553,122,214,0.8232,1
3883,1771387040,15696893,46,miner_pool_4,0.8537,98,223,0.9236,0
3884,1771387160,14295872,52,miner_pool_9,0.8579,138,251,0.8184,0
3885,1771387280,15899519,39,miner_pool_8,0.9884,108,221,0.8339,1
3886,1771387400,15816268,41,miner_pool_3,0.9115,106,226,0.9444,0
3887,1771387520,14426996,70,miner_pool_4,0.8964,133,256,0.9055,1
3888,1771387640,14375192,51,miner_pool_10,0.8978,137,202,0.9255,1
3889,1771387760,14700200,51,miner_pool_2,0.8951,148,220,0.9297,1
3890,1771387880,15011286,47,unknown_miner_842,0.8944,102,204,0.5702,1
3891,1771388000,15416433,48,miner_pool_8,0.9949,131,205,0.8127,1
3892,1771388120,15528314,55,unknown_miner_479,0.9018,128,209,0.6286,1
3893,1771388240,15471536,49,miner_pool_8,0.9738,91,214,0.8097,1
3894,1771388360,14998862,57,miner_pool_7,0.9524,134,231,0.9358,1
3895,1771388480,15190847,50,miner_pool_1,0.8925,105,243,0.931,1
3896,1771388600,14669179,42,unknown_miner_953,0.9701,147,248,0.4013,1
3897,1771388720,14898342,41,unknown_miner_713,0.8687,139,254,0.3497,1
3898,1771388840,14647529,40,unknown_miner_615,0.8606,108,242,0.5997,1
3899,1771388960,14238268,43,miner_pool_2,0.9527,130,231,0.9099,0
3900,1771389080,14128926,45,miner_pool_1,0.8546,121,230,0.8553,1
3901,1771389200,14528689,47,miner_pool_3,0.9421,145,252,0.8222,1
3902,1771389320,15535707,54,miner_pool_4,0.9428,145,221,0.8472,1
3903,1771389440,15142273,41,miner_pool_4,0.884,90,246,0.8498,1
3904,1771389560,14596236,62,miner_pool_6,0.9976,143,253,0.8246,1
3905,1771389680,14242101,49,miner_pool_1,0.9405,139,200,0.8187,1
3906,1771389800,15030688,52,miner_pool_2,0.9651,145,249,0.8783,1
3907,1771389920,14534835,54,miner_pool_8,0.8886,131,248,0.868,1
3908,1771390040,14534863,52,miner_pool_1,0.9878,108,246,0.9191,1
3909,1771390160,15175788,54,miner_pool_2,0.9629,106,216,0.942,1
3910,1771390280,15344768,35,miner_pool_1,0.976,100,244,0.8036,0
3911,1771390400,14908025,55,miner_pool_1,0.9384,121,235,0.9224,1
3912,1771390520,15568890,51,miner_pool_6,0.9862,108,234,0.833,1
3913,1771390640,14980771,55,miner_pool_3,0.9128,114,239,0.8763,1
3914,1771390760,15378356,33,miner_pool_9,0.9493,112,231,0.8512,1
3915,1771390880,15416541,56,miner_pool_5,0.9469,130,249,0.8517,1
3916,1771391000,15359550,39,miner_pool_2,0.9852,132,234,0.9017,1
3917,1771391120,14747534,53,miner_pool_4,0.9264,104,220,0.9174,1
3918,1771391240,14811064,47,miner_pool_9,0.9357,101,248,0.9486,1
3919,1771391360,14450734,51,miner_pool_2,0.8878,125,220,0.8667,1
3920,1771391480,15204421,62,miner_pool_7,0.856,130,255,0.9124,1
3921,1771391600,14135131,46,miner_pool_9,0.8814,126,209,0.8339,1
3922,1771391720,15703332,48,miner_pool_7,0.9268,132,251,0.8493,1
3923,1771391840,15978009,46,miner_pool_7,0.9304,144,211,0.9148,1
3924,1771391960,15315752,46,miner_pool_5,0.949,111,206,0.8409,1
3925,1771392080,15219567,42,unknown_miner_742,0.9906,150,215,0.774,1
3926,1771392200,14640355,62,miner_pool_6,0.9776,98,219,0.8944,1
3927,1771392320,14278280,38,miner_pool_3,0.9036,135,241,0.8828,1
3928,1771392440,15915582,45,miner_pool_3,0.8658,97,223,0.8146,1
3929,1771392560,14960488,43,miner_pool_8,0.8635,140,217,0.8187,1
3930,1771392680,14656112,58,miner_pool_3,0.9145,130,208,0.9404,1
3931,1771392800,14782965,44,miner_pool_4,0.9108,147,234,0.9076,1
3932,1771392920,15428732,64,miner_pool_3,0.9916,106,236,0.805,0
3933,1771393040,14540616,53,miner_pool_1,0.9293,136,203,0.8907,1
3934,1771393160,14344448,61,miner_pool_8,0.9984,113,250,0.8188,1
3935,1771393280,15354897,56,unknown_miner_955,0.9116,115,248,0.632,1
3936,1771393400,15038722,42,miner_pool_9,0.8712,129,201,0.8375,1
3937,1771393520,15835572,47,miner_pool_2,0.8519,120,229,0.9418,1
3938,1771393640,15677490,50,miner_pool_5,0.9611,126,249,0.8512,1
3939,1771393760,15905395,64,miner_pool_2,0.9159,111,252,0.825,1
3940,1771393880,15826578,54,miner_pool_8,0.9151,132,255,0.8485,1
3941,1771394000,14931926,42,miner_pool_10,0.9752,97,239,0.8403,1
3942,1771394120,15615638,63,unknown_miner_786,0.8978,100,203,0.5667,1
3943,1771394240,14898165,47,miner_pool_7,0.9381,93,222,0.8063,1
3944,1771394360,15687524,50,unknown_miner_221,0.9766,99,200,0.6814,1
3945,1771394480,15570021,62,miner_pool_4,0.925,141,256,0.9034,1
3946,1771394600,15354839,49,miner_pool_2,0.8667,121,223,0.8693,1
3947,1771394720,14434819,55,miner_pool_4,0.8728,119,227,0.8273,1
3948,1771394840,15916278,47,miner_pool_2,0.964,143,248,0.9397,1
3949,1771394960,14402327,47,miner_pool_6,0.9592,144,235,0.8533,1
3950,1771395080,15532687,71,unknown_miner_216,0.9153,118,206,0.518,1
3951,1771395200,15890395,50,miner_pool_5,0.9554,104,210,0.9224,1
3952,1771395320,15603601,58,miner_pool_6,0.9688,111,203,0.8802,1
3953,1771395440,15428633,52,miner_pool_4,0.9324,111,208,0.8589,1
3954,1771395560,14893306,40,miner_pool_6,0.8993,120,232,0.8437,1
3955,1771395680,14927012,46,unknown_miner_719,0.9835,100,238,0.5092,1
3956,1771395800,14895907,41,miner_pool_2,0.9785,108,239,0.8245,1
3957,1771395920,15669000,47,unknown_miner_942,0.9619,147,203,0.7987,1
3958,1771396040,15048279,49,miner_pool_10,0.9106,135,235,0.8317,1
3959,1771396160,14395788,52,miner_pool_9,0.8928,109,250,0.8657,1
3960,1771396280,15281474,57,miner_pool_9,0.8682,122,244,0.9,1
3961,1771396400,15479337,52,miner_pool_4,0.913,104,242,0.8093,1
3962,1771396520,14217726,34,miner_pool_1,0.8674,101,250,0.8363,1
3963,1771396640,15655976,51,unknown_miner_56,0.8855,111,213,0.2785,1
3964,1771396760,14095259,58,miner_pool_1,0.8811,125,205,0.8645,1
3965,1771396880,15832557,50,miner_pool_7,0.8606,149,232,0.9438,1
3966,1771397000,14865258,53,miner_pool_8,0.8626,137,220,0.8476,1
3967,1771397120,14016119,49,miner_pool_5,0.9058,118,213,0.812,1
3968,1771397240,14310141,58,unknown_miner_376,0.8611,109,249,0.2993,1
3969,1771397360,14193531,60,miner_pool_4,0.9474,100,216,0.8487,1
3970,1771397480,14281525,58,miner_pool_8,0.9746,122,206,0.9187,1
3971,1771397600,14458662,53,miner_pool_7,0.8606,137,252,0.8686,1
3972,1771397720,15756766,52,miner_pool_1,0.9417,94,238,0.8268,1
3973,1771397840,15822786,54,miner_pool_9,0.9911,144,244,0.8949,1
3974,1771397960,14787519,47,miner_pool_2,0.8902,105,206,0.8736,1
3975,1771398080,15196704,54,miner_pool_8,0.9547,108,232,0.8425,1
3976,1771398200,14101063,58,miner_pool_10,0.9411,92,222,0.9283,1
3977,1771398320,14485438,44,miner_pool_2,0.9808,109,256,0.9223,1
3978,1771398440,15271641,50,miner_pool_6,0.9491,147,209,0.8676,1
3979,1771398560,15913333,53,miner_pool_1,0.8528,123,238,0.9248,1
3980,1771398680,14682036,46,miner_pool_7,0.9289,121,237,0.9422,1
3981,1771398800,14938224,55,miner_pool_2,0.8581,108,213,0.9197,1
3982,1771398920,15303989,54,miner_pool_6,0.9136,141,229,0.842,1
3983,1771399040,15976401,61,miner_pool_2,0.9067,96,219,0.821,1
3984,1771399160,15362782,41,miner_pool_9,0.8941,120,256,0.8871,1
3985,1771399280,15834100,49,miner_pool_8,0.9448,127,205,0.8697,1
3986,1771399400,14691589,54,miner_pool_6,0.9818,97,218,0.845,1
3987,1771399520,15234603,36,miner_pool_7,0.9209,97,251,0.9293,1
3988,1771399640,14939506,65,miner_pool_6,0.9072,115,245,0.8254,1
3989,1771399760,14562505,52,miner_pool_8,0.8689,139,230,0.9122,1
3990,1771399880,14339938,55,miner_pool_6,0.9022,121,241,0.8609,1
3991,1771400000,15566202,51,miner_pool_2,0.8621,137,223,0.8485,1
3992,1771400120,14459301,60,miner_pool_5,0.9818,103,227,0.8543,1
3993,1771400240,15021959,38,miner_pool_2,0.8624,137,253,0.8271,1
3994,1771400360,14327759,54,miner_pool_8,0.8752,109,242,0.9403,1
3995,1771400480,14233577,52,miner_pool_8,0.8531,108,250,0.9428,1
3996,1771400600,14057211,47,miner_pool_10,0.9825,96,222,0.8124,1
3997,1771400720,14791721,40,miner_pool_2,0.872,112,244,0.8869,1
3998,1771400840,14708970,49,miner_pool_2,0.8898,112,209,0.8857,1
3999,1771400960,15726152,44,miner_pool_9,0.9964,124,253,0.9057,1
4000,1771401080,14829009,46,miner_pool_7,0.8807,110,228,0.8685,1
4001,1771401200,15718880,57,miner_pool_1,0.9767,90,202,0.8819,1
4002,1771401320,15453657,51,miner_pool_6,0.9243,99,208,0.9175,1
4003,1771401440,14369760,51,miner_pool_10,0.9485,118,206,0.8085,1
4004,1771401560,15585875,41,miner_pool_9,0.8865,142,244,0.9211,1
4005,1771401680,14202726,48,miner_pool_10,0.8509,101,225,0.837,1
4006,1771401800,14828441,44,miner_pool_3,0.9798,106,206,0.8959,1
4007,1771401920,14011801,47,miner_pool_6,0.8758,109,231,0.9075,1
4008,1771402040,14818218,41,miner_pool_7,0.9957,117,234,0.9279,1
4009,1771402160,14093157,52,miner_pool_10,0.9997,145,205,0.9414,1
4010,1771402280,15337975,47,miner_pool_2,0.8694,128,244,0.9069,1
4011,1771402400,15933338,46,miner_pool_10,0.9238,106,213,0.8959,1
4012,1771402520,15840500,44,miner_pool_6,0.9243,150,209,0.8694,1
4013,1771402640,14045089,52,unknown_miner_118,0.8817,115,218,0.5301,1
4014,1771402760,15419752,47,miner_pool_1,0.8616,148,241,0.8361,1
4015,1771402880,14123495,57,miner_pool_4,0.8653,92,250,0.8287,1
4016,1771403000,15733992,67,unknown_miner_955,0.9612,134,252,0.3072,1
4017,1771403120,15999137,57,miner_pool_9,0.874,133,255,0.8675,1
4018,1771403240,14163642,43,unknown_miner_58,0.8994,133,239,0.349,1
4019,1771403360,14567319,52,unknown_miner_159,0.9499,139,214,0.7067,1
4020,1771403480,15900301,61,miner_pool_9,0.9423,149,256,0.9369,1
4021,1771403600,14039003,43,miner_pool_2,0.9199,142,230,0.8762,1
4022,1771403720,15918355,35,miner_pool_2,0.9087,122,229,0.8498,1
4023,1771403840,14463881,64,miner_pool_7,0.8915,98,255,0.8392,1
4024,1771403960,14431623,50,miner_pool_8,0.9575,98,204,0.8428,1
4025,1771404080,15401818,55,miner_pool_5,0.9453,127,214,0.8506,1
4026,1771404200,14784647,43,miner_pool_1,0.9174,93,233,0.9375,1
4027,1771404320,15244034,54,miner_pool_10,0.9637,108,227,0.8454,1
4028,1771404440,14305962,53,miner_pool_9,0.8564,139,233,0.9227,1
4029,1771404560,14290943,53,miner_pool_3,0.9383,116,216,0.9029,1
4030,1771404680,15547179,51,miner_pool_7,0.9647,117,245,0.8452,1
4031,1771404800,15212358,62,miner_pool_9,0.9346,100,256,0.9339,1
4032,1771404920,14653609,38,miner_pool_8,0.8525,107,203,0.9412,1
4033,1771405040,14136194,36,unknown_miner_360,0.9338,131,246,0.2557,1
4034,1771405160,14929721,54,miner_pool_4,0.9312,98,232,0.8073,1
4035,1771405280,14324218,56,miner_pool_5,0.92,131,238,0.8403,0
4036,1771405400,15123965,49,miner_pool_2,0.9702,93,213,0.8057,1
4037,1771405520,15570399,53,miner_pool_6,0.9042,117,227,0.9224,1
4038,1771405640,14666867,49,miner_pool_1,0.8772,148,216,0.8171,1
4039,1771405760,14575979,56,miner_pool_1,0.9965,110,208,0.894,1
4040,1771405880,14632574,56,miner_pool_6,0.9947,145,256,0.8179,1
4041,1771406000,14711577,57,miner_pool_3,0.8541,116,239,0.8184,1
4042,1771406120,14327455,47,unknown_miner_902,0.8747,124,224,0.6967,1
4043,1771406240,14729870,41,miner_pool_8,0.9187,134,211,0.817,1
4044,1771406360,15483369,63,miner_pool_7,0.9076,128,208,0.8933,1
4045,1771406480,15917856,51,miner_pool_10,0.8712,134,252,0.8215,1
4046,1771406600,14142057,52,unknown_miner_564,0.9235,143,252,0.6255,1
4047,1771406720,14559611,54,miner_pool_7,0.9463,94,219,0.8297,1
4048,1771406840,14154741,61,unknown_miner_977,0.9869,127,216,0.7643,1
4049,1771406960,15963061,49,miner_pool_2,0.9899,146,222,0.8292,1
4050,1771407080,14261690,62,miner_pool_6,0.9631,120,236,0.8667,1
4051,1771407200,15062009,58,unknown_miner_386,0.9547,95,219,0.6403,1
4052,1771407320,14885215,60,miner_pool_8,0.9896,122,203,0.8992,1
4053,1771407440,14951731,54,miner_pool_9,0.8846,106,216,0.9396,1
4054,1771407560,15757319,49,miner_pool_9,0.8755,90,249,0.865,1
4055,1771407680,15521782,43,miner_pool_2,0.856,124,244,0.9002,1
4056,1771407800,15018436,53,miner_pool_3,0.8911,104,243,0.8228,1
4057,1771407920,15298185,48,miner_pool_8,0.8682,93,217,0.8942,1
4058,1771408040,14979085,54,miner_pool_6,0.8589,115,217,0.8055,1
4059,1771408160,15181284,53,miner_pool_8,0.8662,127,227,0.8648,1
4060,1771408280,15707840,45,miner_pool_7,0.9994,122,201,0.9431,1
